name,common,ra_deg,dec_deg,major_arcmin,type,minor_arcmin,pos_angle,messier
IC4650,,258.947542,57.301889,0.61,G,0.25,67,
IC4651,,261.204750,-49.938250,9.60,OCl,,,
IC4652,,261.611125,-59.728306,1.10,G,0.53,16,
IC4653,,261.779917,-60.879583,1.61,G,0.98,51,
IC4654,,264.282875,-74.381444,1.97,G,1.11,102,
IC4655,,263.648417,-60.721333,,Other,,,
IC4656,,264.432792,-63.729667,2.65,G,0.57,90,
IC4657,,263.177917,-17.524833,,Other,,,
IC4658,,264.045042,-59.584917,,Other,,,
IC4659,,263.550958,-17.928028,,Other,,,
IC4660,,260.438250,75.848500,1.28,G,0.33,170,
IC4661,,267.761500,-74.032389,1.62,G,1.30,63,
IC4662,,266.786958,-64.641750,2.09,G,0.83,106,
IC4663,,266.367500,-44.904861,0.22,PN,,,
IC4664,,267.244125,-63.254528,1.67,G,0.89,106,
IC4665,,266.613250,5.648722,24.60,OCl,,,
IC4666,,266.509833,55.775583,,*,,,
IC4667,,266.579000,55.875639,,Other,,,
IC4668,,266.747542,57.400694,,*,,,
IC4669,,266.804042,61.434222,0.61,G,0.29,103,
IC4670,,268.779167,-21.744250,0.08,PN,,,
IC4671,,268.782917,-10.285917,,Other,,,
IC4672,,270.561292,-62.832500,0.89,G,0.52,40,
IC4673,,270.826667,-27.106111,0.25,PN,,,
IC4674,,272.054500,-62.395500,1.57,G,0.71,87,
IC4675,,270.794500,-9.259472,,Other,,,
IC4676,,270.720792,11.823139,0.58,G,0.33,76,
IC4677,,269.565708,66.633278,,Other,,,
IC4678,,271.639458,-23.954444,,Neb,,,
IC4679,,272.852042,-56.254389,1.17,G,0.39,125,
IC4680,,273.373500,-64.476722,1.61,G,0.52,72,
IC4681,,272.083333,-23.432028,,*,,,
IC4682,,274.107125,-71.581306,2.21,G,1.51,140,
IC4683,,272.253875,-26.390944,,Other,,,
IC4684,,272.285167,-23.435444,3.00,RfN,2.00,,
IC4685,,272.322917,-23.987250,15.00,Neb,10.00,,
IC4686,,273.411000,-57.732528,0.78,G,0.59,45,
IC4687,,273.415125,-57.725361,1.15,G,0.73,51,
IC4688,,272.049500,11.712222,1.30,G,0.95,174,
IC4689,,273.417833,-57.748194,0.91,G,0.38,141,
IC4691,,272.190417,11.830083,1.00,G,0.64,150,
IC4692,,273.708208,-58.693778,1.74,G,0.86,4,
IC4693,,272.295125,17.347889,,Other,,,
IC4694,,273.860208,-58.208917,2.79,G,0.73,19,
IC4695,,274.347792,-58.925472,,**,,,
IC4696,,275.074625,-64.734083,2.36,G,0.75,74,
IC4697,,273.112125,25.427194,0.87,G,0.23,0,
IC4698,,275.249708,-63.347944,1.75,G,0.26,39,
IC4699,,274.636625,-45.983083,0.08,PN,,,
IC4701,,274.148917,-16.648278,60.00,Neb,40.00,,
IC4702,,275.765917,-59.238944,1.66,G,1.19,155,
IC4703,Eagle Nebula,274.734250,-13.845389,5.05,Neb,5.05,90,
IC4704,,276.973500,-71.609861,2.70,G,1.99,165,
IC4705,,277.043000,-71.693944,1.73,G,1.02,53,
IC4706,,274.903917,-16.031278,3.47,Neb,,,
IC4707,,274.974625,-16.009250,3.47,Neb,,,
IC4708,,273.442542,61.157278,0.50,G,0.45,113,
IC4709,,276.080792,-56.369167,1.17,G,0.59,5,
IC4710,,277.158208,-66.982278,3.49,G,2.99,5,
IC4711,,277.028417,-64.944472,,Other,,,
IC4712,,277.778833,-71.693667,1.99,G,1.17,61,
IC4713,,277.497250,-67.224389,0.91,G,0.79,95,
IC4714,,277.732292,-66.651750,1.49,G,0.29,177,
IC4715,Small Sgr Star Cloud,274.233833,-18.514556,120.00,*Ass,60.00,90,24
IC4716,,278.187667,-56.962000,0.69,G,0.32,98,
IC4717,,278.321875,-57.975722,1.78,G,0.43,93,
IC4718,,278.459000,-60.129111,1.67,G,0.80,116,
IC4719,,278.298083,-56.732194,1.47,G,0.61,112,
IC4720,,278.385417,-58.405361,2.75,G,0.88,159,
IC4721,,278.603167,-58.496611,5.30,G,1.64,149,
IC4722,,278.631375,-57.792778,1.64,G,1.14,45,
IC4723,,278.984417,-63.376667,0.70,G,0.67,6,
IC4724,,279.667833,-70.125667,0.83,G,0.40,158,
IC4725,,277.944875,-19.114944,14.10,OCl,,,25
IC4726,,279.245042,-62.854333,1.13,G,0.82,19,
IC4727,,279.483583,-62.700667,1.24,G,1.09,114,
IC4728,,279.487500,-62.530917,2.22,G,0.76,172,
IC4729,,279.985125,-67.425694,1.31,G,0.69,61,
IC4730,,279.709042,-63.349917,1.44,G,0.68,154,
IC4731,,279.679083,-62.943028,1.55,G,0.76,80,
IC4732,,278.477500,-22.644722,0.07,PN,,,
IC4733,,276.659083,64.967417,,*,,,
IC4734,,279.607083,-57.490444,1.31,G,0.76,103,
IC4735,,279.958083,-62.956028,0.79,G,0.54,38,
IC4736,,279.665875,-57.893278,1.29,G,0.98,99,
IC4737,,279.993333,-62.597972,0.93,G,0.77,23,
IC4738,,280.112167,-61.902361,1.25,G,0.62,146,
IC4739,,280.212417,-61.901556,0.95,G,0.57,95,
IC4740,,280.752417,-68.359944,1.01,G,0.92,13,
IC4741,,280.430958,-63.948194,1.43,G,0.90,30,
IC4742,,280.469042,-63.862083,2.11,G,1.67,14,
IC4743,,280.371458,-61.772222,0.93,G,0.52,99,
IC4744,,280.478708,-63.223861,0.66,G,0.39,76,
IC4745,,280.649500,-64.942917,2.08,G,0.91,1,
IC4746,,281.477125,-72.668222,0.57,G,0.48,0,
IC4747,,281.488917,-72.630028,1.10,G,0.37,72,
IC4748,,280.691500,-64.072667,1.01,G,0.88,95,
IC4749,,280.706208,-63.208417,1.20,G,1.01,57,
IC4750,,280.761167,-62.971472,1.16,G,0.52,110,
IC4751,,280.830583,-62.112278,1.08,G,0.57,6,
IC4752,,280.944708,-64.082111,0.73,G,0.65,129,
IC4753,,280.885917,-62.107944,0.87,G,0.74,7,
IC4754,,281.000958,-61.990056,1.27,G,1.10,31,
IC4755,,281.254792,-63.692222,1.42,G,0.32,96,
IC4756,,279.714625,5.462167,24.00,OCl,,,
IC4757,,280.982292,-57.167556,1.49,G,0.65,57,
IC4758,,281.576125,-65.756667,1.04,G,0.53,142,
IC4759,,281.420833,-63.085278,0.80,GPair,,,
IC4759 NED01,,281.419667,-63.084778,0.59,G,0.14,71,
IC4759 NED02,,281.422083,-63.087000,0.92,G,0.54,175,
IC4760,,281.441458,-62.958361,0.83,G,0.76,7,
IC4761,,280.981667,-52.853028,1.54,G,1.07,25,
IC4762,,278.118875,67.858028,,**,,,
IC4764,,281.781542,-63.484556,1.42,G,0.41,126,
IC4765,,281.824708,-63.331333,3.79,G,2.84,121,
IC4766,,281.899042,-63.292167,1.23,G,0.44,110,
IC4767,,281.923875,-63.405667,2.00,G,0.44,29,
IC4768,,280.367458,-5.534833,,OCl,,,
IC4769,,281.933542,-63.157000,1.81,G,1.10,165,
IC4770,,282.043042,-63.383444,0.78,G,0.60,73,
IC4771,,282.099333,-63.247667,1.10,G,0.46,179,
IC4772,,279.985417,40.026389,0.60,G,0.45,10,
IC4773,,282.836750,-69.924750,1.39,G,0.72,137,
IC4774,,282.044375,-57.935694,1.06,G,0.87,75,
IC4775,,282.109542,-57.183722,1.51,G,0.34,17,
IC4776,,281.461250,-33.343056,0.12,PN,,,
IC4777,,282.047083,-53.147611,0.94,G,0.77,122,
IC4778,,282.501542,-61.719500,1.20,G,1.03,46,
IC4779,,282.626792,-63.012889,0.86,G,0.79,90,
IC4780,,282.483708,-59.252861,0.77,G,0.58,102,
IC4781,,282.906833,-62.792611,0.96,G,0.65,1,
IC4782,,282.728625,-55.491222,0.40,G,0.29,101,
IC4783,,282.889042,-58.813167,1.15,G,0.92,59,
IC4784,,283.200083,-63.259611,1.51,G,1.21,98,
IC4785,,283.230125,-59.255417,3.12,G,1.60,135,
IC4786,,283.185708,-56.694611,0.79,G,0.23,176,
IC4787,,284.019417,-68.682361,1.07,G,0.96,170,
IC4788,,283.670917,-63.452389,1.27,G,0.21,15,
IC4789,,284.077042,-68.567111,1.63,G,0.65,174,
IC4790,,284.134208,-64.928917,1.21,G,0.70,56,
IC4791,,282.254917,19.331111,1.41,G,1.19,164,
IC4792,,283.924000,-56.403806,1.36,G,0.31,155,
IC4793,,284.231667,-61.399778,1.21,G,0.53,120,
IC4794,,284.290125,-62.090944,1.48,G,0.79,19,
IC4795,,284.318167,-61.609083,1.13,G,0.27,69,
IC4796,,284.116000,-54.213944,1.95,G,1.08,133,
IC4797,,284.123667,-54.305778,2.62,G,1.85,148,
IC4798,,284.587042,-62.118417,2.02,G,1.32,111,
IC4799,,284.735792,-63.930972,1.55,G,1.02,44,
IC4800,,284.681333,-63.139222,1.95,G,1.10,161,
IC4801,,284.909958,-64.675139,1.95,G,1.09,89,
IC4802,,283.779542,-22.698306,,Other,,,
IC4803,,285.166125,-62.065139,0.76,G,0.32,35,
IC4804,,285.280750,-61.833333,1.28,G,1.04,173,
IC4805,,285.505917,-63.047639,0.76,G,0.28,26,
IC4806,,285.377875,-57.532056,2.40,G,0.54,9,
IC4807,,285.573583,-56.931194,1.01,G,0.68,14,
IC4808,,285.281750,-45.313722,2.26,G,0.87,43,
IC4809,,286.022417,-62.194083,1.01,G,0.60,11,
IC4810,,285.748792,-56.159722,4.04,G,0.41,135,
IC4811,,286.436125,-67.133833,0.62,G,0.49,106,
IC4812,,285.265125,-37.060333,10.00,Neb,6.92,,
IC4813,,286.423792,-66.522056,1.31,G,0.64,34,
IC4814,,286.245375,-58.579389,1.50,G,0.60,95,
IC4815,,286.710875,-61.701361,1.12,G,0.77,167,
IC4816,,285.460500,-13.161833,,Nova,,,
IC4817,,286.551458,-56.159361,1.46,G,0.48,14,
IC4818,,286.512667,-55.136833,0.95,G,0.24,77,
IC4819,,286.780417,-59.466944,3.00,G,0.37,123,
IC4820,,287.306292,-63.465500,1.36,G,0.88,97,
IC4821,,287.383375,-55.017306,1.82,G,0.85,6,
IC4822,,288.689542,-72.441139,0.71,G,0.42,72,
IC4823,,288.065625,-63.975861,1.23,G,0.87,18,
IC4824,,288.308625,-62.088278,0.73,G,0.20,59,
IC4825,,289.315125,-72.748750,0.51,G,0.42,58,
IC4826,,288.088333,-57.202306,1.29,G,0.75,45,
IC4827,,288.338500,-60.860167,3.05,G,0.69,166,
IC4828,,288.419542,-62.082611,1.13,G,0.51,68,
IC4829,,288.140417,-56.540250,1.05,G,0.46,25,
IC4830,,288.452333,-59.294361,1.94,G,1.45,27,
IC4831,,288.682667,-62.272611,3.67,G,0.84,111,
IC4832,,288.516125,-56.610722,2.54,G,0.80,145,
IC4833,,288.921458,-62.329944,0.78,G,0.44,94,
IC4834,,289.130542,-64.006167,1.11,G,0.50,126,
IC4835,,288.864500,-58.238000,0.88,G,0.57,165,
IC4836,,289.074708,-60.200333,1.59,G,1.36,71,
IC4837,,288.811000,-54.661417,2.25,G,1.23,24,
IC4837A,,288.817375,-54.132500,4.47,G,0.85,166,
IC4838,,289.192125,-61.614500,1.36,G,0.62,63,
IC4839,,288.892167,-54.626694,2.16,G,1.56,132,
IC4840,,288.965375,-56.209083,1.13,G,0.66,130,
IC4841,,290.178458,-72.226778,0.93,G,0.79,153,
IC4842,,289.851958,-60.644250,2.22,G,1.14,21,
IC4843,,289.840375,-59.308861,1.15,G,0.26,91,
IC4844,,289.761000,-56.027167,1.61,G,0.92,168,
IC4845,,290.093708,-60.389167,1.95,G,1.46,83,
IC4846,,289.117917,-9.043611,0.03,PN,,,
IC4847,,290.883375,-65.506667,0.97,G,0.69,142,
IC4848,,290.727375,-56.780806,0.69,G,0.50,28,
IC4849,,291.399958,-62.932722,0.99,G,0.28,117,
IC4850,,290.100375,-0.133556,,Nova,,,
IC4851,,291.372667,-57.670444,1.69,G,0.58,14,
IC4852,,291.605583,-60.336056,1.71,G,0.86,171,
IC4853,,292.697125,-71.070028,1.24,G,0.31,167,
IC4854,,291.838125,-59.315444,1.31,G,1.25,28,
IC4856,,291.877208,-54.908528,1.17,G,0.57,29,
IC4857,,292.163250,-58.767917,1.82,G,1.08,32,
IC4859,,292.694417,-66.314722,1.17,G,0.62,35,
IC4860,,292.864625,-67.369028,0.96,G,0.73,150,
IC4861,,292.319667,-57.574972,1.21,G,0.47,28,
IC4862,,292.918125,-67.322889,1.55,G,0.51,180,
IC4863,,291.965375,-36.216889,,**,,,
IC4864,,295.025708,-77.558167,1.76,G,0.43,177,
IC4865,,292.709750,-46.698444,,**,,,
IC4866,,293.644792,-61.145778,1.64,G,1.02,164,
IC4868,,293.389167,-45.892694,,**,,,
IC4869,,294.009708,-61.027861,1.79,G,1.17,167,
IC4870,,294.406667,-65.811833,1.67,G,0.87,132,
IC4871,,293.925958,-57.519222,3.78,G,0.77,8,
IC4873,,293.727875,-46.135833,0.93,G,0.74,34,
IC4874,,294.089750,-47.265944,1.39,G,0.79,54,
IC4875,,294.410375,-52.075722,1.00,G,0.68,68,
IC4876,,294.428208,-52.842750,1.33,G,0.99,123,
IC4877,,294.482875,-51.991389,1.64,G,0.31,83,
IC4878,,294.708625,-58.226444,1.50,G,0.31,43,
IC4879,,294.901875,-52.368778,0.90,G,0.41,81,
IC4880,,295.128792,-56.410167,1.99,G,0.49,115,
IC4881,,295.108417,-55.857722,1.10,G,0.87,152,
IC4882,,295.097125,-55.196917,0.98,G,0.84,2,
IC4883,,295.502208,-55.545528,1.51,G,0.50,157,
IC4884,,295.671250,-58.128472,1.59,G,0.42,166,
IC4885,,295.966833,-60.651750,2.00,G,0.47,114,
IC4886,,295.810625,-51.807500,1.48,G,0.75,110,
IC4887,,297.088708,-69.587194,0.99,G,0.76,91,
IC4888,,296.217667,-54.456639,1.14,G,0.87,100,
IC4889,,296.313125,-54.344139,2.99,G,2.49,2,
IC4890,,296.397750,-56.545444,1.01,G,0.82,55,
IC4892,,297.381708,-70.227444,1.82,G,0.40,4,
IC4893,,297.639000,-72.510000,0.57,G,0.48,65,
IC4894,,296.746292,-51.846500,0.87,G,0.51,131,
IC4896,,297.270458,-58.981444,0.90,G,0.48,18,
IC4897,,297.332083,-51.868000,0.80,G,0.46,111,
IC4898,,296.942417,-33.320583,,Other,,,
IC4899,,298.611458,-70.589750,1.02,G,0.62,5,
IC4900,,297.592083,-51.345833,0.91,G,0.23,174,
IC4901,,298.598042,-58.713556,3.68,G,2.54,130,
IC4902,,298.600458,-56.379083,0.68,G,0.34,18,
IC4903,,299.555917,-70.453417,1.17,G,0.37,180,
IC4904,,299.661708,-70.184194,1.07,G,0.76,52,
IC4905,,299.024458,-61.221083,1.04,G,0.34,118,
IC4906,,299.198333,-60.468083,1.61,G,0.91,68,
IC4907,,299.054417,-52.453972,0.54,G,0.43,1,
IC4908,,299.236125,-55.791722,0.66,G,0.59,168,
IC4909,,299.190000,-50.055750,1.16,G,0.79,77,
IC4910,,299.445792,-56.863250,0.52,G,0.42,117,
IC4911,,299.424292,-51.986472,0.61,G,0.45,139,
IC4912,,301.707042,-77.357500,1.00,G,0.39,41,
IC4913,,299.198500,-37.328361,1.57,G,1.07,127,
IC4914,,299.485458,-50.131500,0.46,G,0.37,91,
IC4915,,299.633083,-52.642222,1.37,G,0.88,97,
IC4916,,299.579875,-50.272111,1.05,G,0.94,175,
IC4917,,299.728208,-52.273194,0.79,G,0.73,35,
IC4918,,299.804958,-52.275139,0.41,G,0.32,123,
IC4919,,300.037708,-55.373389,1.36,G,0.92,36,
IC4920,,300.036708,-53.383778,0.64,G,0.34,34,
IC4921,,300.831667,-67.826861,0.80,G,0.42,136,
IC4922,,299.872375,-40.363083,,Other,,,
IC4923,,300.239042,-52.631667,1.03,G,0.90,97,
IC4924,,299.964292,-41.546056,,Other,,,
IC4925,,300.291125,-52.865833,0.90,G,0.18,164,
IC4926,,300.050625,-38.578583,1.29,G,1.00,54,
IC4927,,300.456167,-53.917750,1.18,G,0.37,167,
IC4928,,302.550000,-77.308972,0.90,G,0.27,33,
IC4929,,301.673750,-71.683556,1.34,G,0.43,21,
IC4930,,300.610250,-54.308583,,Other,,,
IC4931,,300.209833,-38.575056,2.28,G,1.43,135,
IC4932,,300.564500,-52.846167,0.83,G,0.59,6,
IC4933,,300.871000,-54.979944,2.08,G,1.28,9,
IC4934,,301.811875,-69.479194,1.55,G,0.26,27,
IC4935,,301.142167,-57.598167,1.80,G,0.50,176,
IC4936,,301.467500,-61.428528,1.35,G,0.70,12,
IC4937,,301.323250,-56.256194,1.72,G,0.41,1,
IC4938,,301.548750,-60.211611,0.46,G,0.30,170,
IC4939,,301.796000,-60.738806,0.74,G,0.44,148,
IC4940,,301.431750,-44.699944,,Other,,,
IC4941,,301.744208,-53.652306,0.88,G,0.64,2,
IC4942,,301.705750,-52.609917,0.65,G,0.35,147,
IC4943,,301.617750,-48.375611,1.33,G,1.25,8,
IC4944,,301.786833,-54.446889,1.33,G,0.65,7,
IC4946,,305.991958,-43.995278,2.50,G,0.90,68,
IC4947,,301.882292,-53.142444,0.76,G,0.61,72,
IC4950,,302.114000,-56.161833,1.38,G,0.38,39,
IC4951,,302.382375,-61.850472,3.07,G,0.71,175,
IC4952,,302.156875,-55.453667,0.93,G,0.21,8,
IC4953,,302.499667,-62.792222,0.57,G,0.38,70,
IC4954,,301.187583,29.252806,3.00,HII,1.00,,
IC4955,,301.218958,29.192611,2.09,Neb,1.55,80,
IC4956,,302.880250,-45.593222,1.73,G,1.67,115,
IC4957,,302.398458,-55.709306,0.93,G,0.52,14,
IC4958,,303.897250,-72.711194,0.46,G,0.30,25,
IC4959,,302.738417,-53.089694,,Other,,,
IC4960,,303.849500,-70.537750,1.26,G,0.39,166,
IC4961,,302.869125,-53.125111,1.64,G,0.46,91,
IC4962,,304.177042,-71.129556,0.98,G,0.20,156,
IC4963,,303.022875,-55.245889,1.43,G,0.61,159,
IC4964,,304.349708,-73.885639,1.59,G,0.58,155,
IC4965,,303.113833,-56.826778,1.23,G,0.85,143,
IC4966,,303.068417,-53.619194,,Other,,,
IC4967,,304.096458,-70.564694,0.73,G,0.57,92,
IC4968,,303.709292,-64.798389,0.76,G,0.61,37,
IC4969,,303.234583,-53.920056,0.71,G,0.64,22,
IC4970,,304.238958,-70.749750,1.66,G,0.44,12,
IC4971,,304.261917,-70.620972,0.91,G,0.28,5,
IC4972,,304.428000,-70.915111,1.01,G,0.26,16,
IC4973,,303.642208,-58.371111,0.66,G,0.35,1,
IC4974,,303.860417,-61.860278,1.00,GPair,,,
IC4974 NED01,,303.858875,-61.857667,0.84,G,0.61,68,
IC4974 NED02,,303.862292,-61.863056,0.66,G,0.48,110,
IC4975,,303.512583,-52.721778,1.11,G,1.01,39,
IC4976,,303.921083,-61.875139,0.44,G,0.34,61,
IC4977,,302.971667,-21.636639,,Other,,,
IC4978,,303.656875,-54.421972,0.74,G,0.30,91,
IC4979,,303.674333,-53.458694,1.08,G,0.90,13,
IC4980,,303.870542,-57.912694,1.61,G,0.63,123,
IC4981,,304.913333,-70.848528,1.07,G,0.35,136,
IC4982,,305.086833,-71.007833,0.52,G,0.44,51,
IC4983,,304.024792,-52.086528,1.02,G,0.94,50,
IC4984,,304.072708,-52.703722,0.88,G,0.39,115,
IC4985,,305.183417,-70.987000,0.85,G,0.56,66,
IC4986,,304.298542,-55.036389,2.23,G,0.86,15,
IC4987,,304.330750,-52.279556,1.01,G,0.65,66,
IC4988,,305.442708,-69.387639,,Other,,,
IC4989,,304.848708,-58.551472,1.16,G,0.29,155,
IC4990,,305.356625,-66.890861,0.77,G,0.36,19,
IC4991,,304.597000,-41.050167,2.91,G,2.13,129,
IC4992,,305.866042,-71.564917,1.71,G,0.26,55,
IC4993,,305.484833,-66.985389,0.52,G,0.40,28,
IC4994,,304.935500,-53.447361,1.36,G,1.06,96,
IC4995,,304.995708,-52.621972,1.19,G,0.81,158,
IC4996,,304.138625,37.555278,6.00,OCl,,,
IC4997,,305.036667,16.731667,0.03,PN,,,
IC4998,,305.544083,-38.308333,1.57,G,1.08,103,
IC4999,,305.984750,-26.014944,2.03,G,1.00,92,
IC5001,,306.583542,-54.774722,0.97,G,0.39,28,
IC5002,,306.666208,-54.799694,1.35,G,0.72,93,
IC5003,,310.809750,-29.853389,2.36,G,0.66,162,
IC5005,,306.334208,-25.829278,1.36,G,0.99,62,
IC5006,,305.945500,6.449167,,**,,,
IC5007,,310.893542,-29.703639,2.31,G,1.45,30,
IC5008,,308.187625,-72.694722,1.19,G,0.33,77,
IC5009,,308.143125,-72.167556,1.05,G,0.66,96,
IC5010,,307.611167,-66.097361,0.78,G,0.34,178,
IC5011,,307.140917,-36.027111,3.01,G,1.32,18,
IC5012,,307.383250,-56.743111,1.06,G,0.52,78,
IC5014,,308.815500,-73.452611,0.77,G,0.66,102,
IC5016,,308.903833,-72.911139,0.63,G,0.48,94,
IC5017,,308.015958,-57.587694,0.97,G,0.47,175,
IC5019,,307.696208,-36.076944,1.54,G,0.32,85,
IC5020,,307.660375,-33.485556,2.33,G,1.75,148,
IC5021,,308.391833,-54.520778,0.76,G,0.67,21,
IC5022,,310.275583,-76.450139,0.78,G,0.53,142,
IC5023,,309.544667,-67.184639,1.43,G,0.49,118,
IC5024,,310.039750,-71.107694,0.98,G,0.71,17,
IC5025,,311.246167,-76.984694,1.65,G,0.25,110,
IC5026,,312.116875,-78.069250,2.40,G,0.28,75,
IC5027,,310.287208,-55.472111,0.51,G,0.46,55,
IC5028,,310.841792,-65.647806,1.32,G,0.77,170,
IC5031,,311.334458,-67.539333,0.59,G,0.35,40,
IC5032,,311.341792,-67.551889,1.30,G,0.37,144,
IC5033,,310.979542,-57.334278,0.95,G,0.54,45,
IC5034,,310.923625,-57.030306,1.43,G,0.59,25,
IC5035,,311.060208,-57.127528,0.63,G,0.41,122,
IC5036,,311.157417,-57.626778,0.99,G,0.30,119,
IC5037,,311.413542,-58.449778,1.32,G,0.21,158,
IC5038,,311.715208,-65.016806,1.51,G,0.69,73,
IC5040,,313.081708,-76.686556,0.80,G,0.60,9,
IC5042,,311.941750,-65.084306,1.10,G,0.75,43,
IC5043,,311.659417,-56.983667,0.78,G,0.24,20,
IC5044,,312.673083,-71.899417,0.64,G,0.44,99,
IC5045,,312.708792,-71.909778,0.81,G,0.36,71,
IC5048,,312.919333,-71.800778,0.58,G,0.52,70,
IC5049,,311.847667,-38.415694,1.20,GPair,,,
IC5049A,,311.846750,-38.413167,1.10,G,0.84,149,
IC5049B,,311.849292,-38.418278,1.78,G,1.18,138,
IC5050,,311.312708,-5.622778,1.33,G,0.80,83,
IC5051,,313.094375,-71.789889,0.68,G,0.44,59,
IC5052,,313.023208,-69.201639,7.16,G,1.33,140,
IC5053,,313.400875,-71.141222,2.09,G,0.68,57,
IC5054,,313.439250,-71.024750,2.23,G,0.43,6,
IC5055,,313.238208,-68.445667,0.83,G,0.44,28,
IC5056,,312.247917,-39.180917,,Other,,,
IC5057,,311.806250,0.322111,,*,,,
IC5059,,312.806167,-57.688667,0.90,G,0.62,13,
IC5060,,313.694417,-71.636472,0.87,G,0.18,79,
IC5061,,311.904792,0.335667,,Other,,,
IC5062,,312.042500,-8.359750,,**,,,
IC5063,,313.009750,-57.068778,2.69,G,1.91,120,
IC5064,,313.159500,-57.232444,1.27,G,0.73,54,
IC5065,,312.940833,-29.847278,1.50,G,0.92,149,
IC5066,,314.262583,-73.147250,0.68,G,0.32,30,
IC5067,,311.959083,44.366972,,Other,,,
IC5068,,312.624000,42.477694,40.00,HII,30.00,,
IC5069,,315.053542,-71.811694,1.15,G,0.95,36,
IC5070,Pelican Nebula,312.753000,44.401500,60.00,HII,50.00,,
IC5071,,315.332250,-72.642722,3.17,G,0.56,17,
IC5072,,315.486750,-72.988472,0.81,G,0.37,107,
IC5073,,315.832750,-72.687889,1.18,G,0.91,50,
IC5074,,315.251917,-63.152667,0.65,G,0.46,168,
IC5075,,316.158750,-71.867861,1.09,G,0.45,148,
IC5076,,313.889250,47.395556,7.00,RfN,7.00,,
IC5077,,317.224833,-73.640806,0.67,G,0.52,94,
IC5078,,315.630292,-16.818306,3.24,G,0.56,86,
IC5079,,316.433375,-56.230250,,*,,,
IC5080,,315.637792,19.213611,0.49,G,0.39,45,
IC5081,,315.755125,19.189250,,Other,,,
IC5083,,315.964583,11.763639,0.80,G,0.60,30,
IC5084,,317.311958,-63.290028,1.67,G,1.07,137,
IC5085,,318.364875,-74.103056,0.72,G,0.52,31,
IC5086,,317.133375,-29.769056,1.75,G,1.57,41,
IC5087,,318.589375,-73.773833,1.46,G,0.38,95,
IC5088,,317.361500,-22.878583,1.37,G,1.06,96,
IC5089,,317.727208,-3.862778,0.60,G,0.27,28,
IC5090,,317.877000,-2.032556,0.83,G,0.27,17,
IC5091,,319.404250,-70.652944,0.56,G,0.49,158,
IC5092,,319.060417,-64.464667,2.75,G,2.43,33,
IC5093,,319.693250,-70.622389,0.79,G,0.34,125,
IC5094,,319.456250,-66.427667,1.17,G,0.50,154,
IC5095,,319.342667,-59.947556,0.92,G,0.39,72,
IC5096,,319.589750,-63.760667,3.52,G,0.66,149,
IC5097,,318.742000,4.484111,,Other,,,
IC5098,,318.755750,4.493611,,Other,,,
IC5099,,320.454375,-70.983361,0.72,G,0.28,6,
IC5100,,320.431083,-65.933361,1.15,G,0.20,114,
IC5101,,320.482375,-65.836056,1.10,G,0.89,2,
IC5102,,321.556083,-73.310083,1.07,G,0.54,113,
IC5103,,322.302292,-74.070167,1.07,G,0.80,57,
IC5104,,320.371875,21.241972,1.48,G,0.43,172,
IC5105,,321.091708,-40.537722,2.98,G,1.64,44,
IC5106,,322.158875,-70.834583,1.51,G,1.17,145,
IC5107,,322.062042,-65.735528,1.02,G,0.38,4,
IC5108,,323.214583,-72.659694,1.08,G,0.39,104,
IC5109,,323.427958,-74.112000,0.92,G,0.69,168,
IC5110,,322.680792,-60.001833,1.37,G,1.00,52,
IC5111,,322.044833,2.473750,0.78,G,0.66,2,
IC5113,,322.414542,6.818000,,**,,,
IC5115,,322.738708,11.763500,0.71,G,0.42,109,
IC5116,,324.272917,-70.982556,1.48,G,1.26,34,
IC5117,,323.129042,44.596556,0.02,PN,,,
IC5118,,325.557500,-71.382694,1.22,G,0.31,45,
IC5119,,323.482708,21.837917,0.82,G,0.23,153,
IC5122,,324.941125,-22.406528,0.65,G,0.38,55,
IC5123,,326.205625,-72.420750,1.48,G,0.57,17,
IC5124,,324.979958,-22.426944,0.51,G,0.23,134,
IC5125,,325.459083,-52.773611,0.78,G,0.71,105,
IC5126,,325.119042,-6.345750,0.37,G,0.32,10,
IC5128,,325.799042,-38.968278,0.96,G,0.64,128,
IC5129,,326.944083,-65.387806,0.55,G,0.45,16,
IC5130,,327.601125,-73.997417,1.63,G,0.55,108,
IC5131,,326.855458,-34.883667,1.62,G,1.53,36,
IC5132,,325.667542,66.168444,,Neb,,,
IC5133,,325.696417,66.181139,,Neb,,,
IC5134,,325.744500,66.102833,7.59,Neb,,,
IC5137,,327.906083,-65.583667,,Other,,,
IC5138,,328.340375,-68.953639,1.23,G,0.75,125,
IC5139,,327.606917,-30.994722,2.19,G,1.04,32,
IC5140,,328.566792,-67.331389,2.19,G,0.33,137,
IC5141,,328.321000,-59.493556,1.50,G,1.18,25,
IC5142,,328.835375,-65.510028,1.67,G,0.97,73,
IC5144,,328.539708,15.036833,0.79,G,0.62,92,
IC5145,,328.596083,15.156833,1.62,G,0.80,171,
IC5146,Cocoon Nebula,328.369833,47.266917,10.00,Cl+N,10.00,,
IC5147,,329.859667,-65.449861,1.59,G,0.72,29,
IC5148,,329.896667,-39.385833,2.30,PN,,,
IC5149,,329.746000,-27.413917,1.38,G,0.52,31,
IC5151,,329.719167,3.761472,0.35,G,0.20,0,
IC5152,,330.672958,-51.296444,5.13,G,3.60,103,
