name,common,ra_deg,dec_deg,major_arcmin,type,minor_arcmin,pos_angle,messier
NGC2017,,84.817958,-17.848500,5.00,OCl,,,
NGC2018,,82.853708,-71.069056,2.80,HII,1.70,170,
NGC2019,,82.986083,-70.159583,1.50,GCl,1.50,,
NGC2020,,83.302458,-67.715889,3.20,EmN,2.90,50,
NGC2021,,83.377792,-67.452889,0.90,OCl,0.90,,
NGC2022,,85.525875,9.086528,0.32,PN,,,
NGC2023,,85.409958,-2.259028,10.00,RfN,8.00,,
NGC2024,,85.427375,-1.856278,30.00,Neb,30.00,,
NGC2025,,83.140167,-71.715500,1.90,OCl,1.90,,
NGC2026,,85.792292,20.138889,4.20,OCl,,,
NGC2027,,83.748792,-66.916306,4.60,OCl,2.80,100,
NGC2028,,83.452375,-69.951806,1.10,OCl,1.00,60,
NGC2029,,83.919417,-66.035000,1.10,OCl,0.85,60,
NGC2030,,83.748917,-67.556361,1.70,HII,1.70,,
NGC2031,,83.424250,-70.986778,3.30,GCl,2.80,150,
NGC2032,,83.835917,-67.568444,2.80,HII,1.40,30,
NGC2033,,83.627917,-69.780139,5.90,*Ass,4.60,10,
NGC2034,,83.886542,-66.903639,4.50,*Ass,3.20,,
NGC2035,,83.880000,-67.584167,1.80,Neb,1.30,20,
NGC2036,,83.630792,-70.064361,1.60,OCl,1.60,,
NGC2037,,83.752625,-69.731583,2.90,OCl,1.30,170,
NGC2038,,83.676125,-70.562944,1.60,OCl,1.50,120,
NGC2039,,86.003792,8.691056,,Other,,,
NGC2040,,84.024708,-67.568556,2.10,Neb,1.70,160,
NGC2041,,84.116875,-66.989778,2.60,GCl,2.60,,
NGC2042,,84.039917,-68.923444,4.50,OCl,4.50,,
NGC2043,,83.988250,-70.074417,0.65,OCl,0.55,120,
NGC2044,,84.025750,-69.198667,5.50,*Ass,4.50,100,
NGC2045,,86.255417,12.888361,,*,,,
NGC2046,,83.906375,-70.240694,1.10,OCl,1.00,110,
NGC2047,,83.970792,-70.192667,0.95,OCl,0.90,90,
NGC2048,,83.981625,-69.648528,1.40,EmN,1.00,100,
NGC2049,,85.813792,-30.078389,2.14,G,0.97,167,
NGC2050,,84.161750,-69.383528,3.00,*Ass,2.40,70,
NGC2051,,84.030583,-71.011389,1.50,OCl,1.50,,
NGC2052,,84.296042,-69.774194,18.00,Neb,12.00,,
NGC2053,,84.415417,-67.412917,1.50,OCl,1.30,10,
NGC2054,,86.314083,-10.083139,,Other,,,
NGC2055,,84.186375,-69.498639,1.90,*Ass,1.30,120,
NGC2056,,84.141542,-70.671889,1.50,OCl,1.50,,
NGC2057,,84.229750,-70.268944,1.30,OCl,1.20,20,
NGC2058,,84.225917,-70.162250,2.10,OCl,2.10,,
NGC2059,,84.252292,-70.129028,1.10,OCl,1.00,170,
NGC2060,,84.445417,-69.171667,2.20,SNR,2.00,160,
NGC2061,,85.674042,-34.009528,,OCl,,,
NGC2062,,85.011250,-66.875750,1.20,OCl,1.10,20,
NGC2063,,86.679292,8.781111,,Other,,,
NGC2064,,86.576625,0.005944,10.00,RfN,10.00,,
NGC2065,,84.410083,-70.236472,2.30,OCl,2.30,,
NGC2066,,84.429667,-70.166556,1.00,OCl,0.90,140,
NGC2067,,86.632833,0.131250,8.00,RfN,3.00,,
NGC2068,,86.690917,0.079306,4.50,RfN,,,78
NGC2069,,84.693500,-68.974389,5.00,Neb,2.20,30,
NGC2070,30 Dor Cluster,84.676500,-69.100889,16.00,HII,16.00,,
NGC2071,,86.780250,0.294250,7.00,Cl+N,5.00,,
NGC2072,,84.601625,-70.234056,1.00,OCl,0.90,110,
NGC2073,,86.474625,-21.999139,1.44,G,1.38,110,
NGC2074,,84.764917,-69.498111,4.00,Cl+N,3.40,50,
NGC2075,,84.588958,-70.685028,2.20,Cl+N,1.80,30,
NGC2076,,86.697750,-16.782611,2.52,G,1.50,44,
NGC2077,,84.900083,-69.657111,1.30,Neb,1.30,,
NGC2078,,84.914375,-69.743167,1.20,EmN,1.10,0,
NGC2079,,84.906667,-69.757194,1.10,HII,0.95,160,
NGC2080,,84.940917,-69.644111,1.70,HII,1.50,130,
NGC2081,,84.997458,-69.405889,8.50,Cl+N,6.00,70,
NGC2082,,85.463000,-64.301139,2.06,G,1.86,50,
NGC2083,,84.996750,-69.737583,2.00,Neb,1.80,70,
NGC2084,,85.029167,-69.759417,1.70,Neb,1.20,40,
NGC2085,,85.040958,-69.672806,0.95,Neb,0.95,,
NGC2086,,85.053667,-69.667861,0.85,Neb,0.80,70,
NGC2087,,86.066792,-55.532444,0.81,G,0.59,133,
NGC2088,,85.249208,-68.465361,1.50,OCl,1.40,10,
NGC2089,,86.964292,-17.602389,2.20,G,1.08,42,
NGC2090,,86.757875,-34.250611,4.47,G,1.67,17,
NGC2091,,85.241833,-69.437083,1.30,OCl,1.20,80,
NGC2092,,85.341667,-69.224222,1.00,OCl,0.90,90,
NGC2093,,85.457250,-68.921417,1.50,*Ass,1.30,170,
NGC2094,,85.536875,-68.363778,0.85,OCl,0.75,10,
NGC2095,,85.650667,-67.318889,1.50,OCl,1.40,140,
NGC2096,,85.574167,-68.458611,1.10,OCl,0.90,160,
NGC2097,,86.066750,-62.785611,1.90,GCl,1.90,,
NGC2098,,85.629292,-68.273167,2.20,OCl,2.00,140,
NGC2099,,88.076458,32.553000,11.40,OCl,,,37
NGC2100,,85.537792,-69.211833,2.50,GCl,2.50,,
NGC2101,,86.600708,-52.088528,1.24,G,0.65,94,
NGC2102,,85.585375,-69.487083,0.85,OCl,0.85,,
NGC2103,,85.418125,-71.333139,4.00,HII,3.50,40,
NGC2104,,86.769708,-51.552917,2.12,G,0.91,162,
NGC2105,,86.079917,-66.917611,1.70,GCl,1.50,160,
NGC2106,,87.694292,-21.567250,2.43,G,1.22,106,
NGC2107,,85.803667,-70.639944,1.70,OCl,1.70,,
NGC2108,,85.986958,-69.182111,1.80,GCl,1.80,,
NGC2109,,86.095500,-68.547806,1.60,OCl,1.60,,
NGC2110,,88.047417,-7.456222,1.83,G,1.45,175,
NGC2111,,86.137458,-70.993250,1.50,OCl,1.40,60,
NGC2112,,88.438375,0.410806,21.00,OCl,,,
NGC2113,,86.352375,-69.774167,1.10,Cl+N,1.10,,
NGC2114,,86.550458,-68.048306,1.40,OCl,1.20,30,
NGC2115,,87.836250,-50.587500,1.33,GPair,,,
NGC2115A,,87.832583,-50.582861,1.21,G,1.06,59,
NGC2115B,,87.838375,-50.592500,0.57,G,0.47,43,
NGC2116,,86.813167,-68.507944,1.20,OCl,1.10,160,
NGC2117,,86.941333,-67.450167,2.00,OCl,1.80,90,
NGC2118,,86.914875,-69.131833,1.60,OCl,1.60,,
NGC2119,,89.362292,11.949194,1.26,G,0.99,145,
NGC2120,,87.644208,-63.677611,2.20,GCl,2.20,,
NGC2121,,87.053500,-71.479778,2.70,GCl,2.20,30,
NGC2122,,87.218792,-70.070083,6.00,Cl+N,5.00,50,
NGC2123,,87.930500,-65.321472,1.50,GCl,1.50,,
NGC2124,,89.467625,-20.084639,2.84,G,0.81,4,
NGC2125,,87.725958,-69.479139,1.10,OCl,1.10,,
NGC2126,,90.637417,49.865917,5.40,OCl,,,
NGC2127,,87.838667,-69.359056,1.50,OCl,1.50,,
NGC2128,,91.142625,57.627750,1.44,G,1.01,63,
NGC2129,,90.277250,23.322167,3.90,OCl,,,
NGC2130,,88.098833,-67.334111,1.40,GCl,1.30,160,
NGC2131,,89.698000,-26.653000,1.16,G,0.49,119,
NGC2132,,88.934667,-59.927722,7.80,OCl,,,
NGC2133,,87.869667,-71.175028,1.60,OCl,1.60,,
NGC2134,,87.990417,-71.097583,2.80,GCl,2.80,,
NGC2135,,88.397625,-67.429528,1.50,GCl,1.50,,
NGC2136,,88.240625,-69.492750,2.80,GCl,2.50,140,
NGC2137,,88.304792,-69.481972,1.10,OCl,1.00,30,
NGC2138,,88.709083,-65.837111,1.20,GCl,1.20,,
NGC2139,,90.282542,-23.672639,2.94,G,2.16,124,
NGC2140,,88.567417,-68.599833,1.50,OCl,1.50,,
NGC2141,,90.729417,10.446472,5.40,OCl,,,
NGC2142,,90.460125,-10.597944,,*,,,
NGC2143,,90.756500,5.831278,6.90,OCl,,,
NGC2144,,85.238292,-82.119389,1.46,G,1.15,86,
NGC2145,,88.596083,-70.901028,1.50,OCl,1.50,,
NGC2146,,94.657125,78.357028,5.31,G,4.32,123,
NGC2146A,,95.980000,78.530111,2.72,G,1.10,32,
NGC2147,,88.940000,-68.201583,0.95,OCl,0.95,,
NGC2148,,89.691042,-59.125944,1.17,G,0.82,157,
NGC2149,,90.878292,-9.730583,3.00,RfN,2.00,,
NGC2150,,88.943083,-69.560806,1.15,G,0.61,130,
NGC2151,,89.085167,-69.017361,1.30,OCl,1.30,,
NGC2152,,90.230375,-50.740917,1.12,G,0.77,71,
NGC2153,,89.465500,-66.400667,1.50,GCl,1.50,,
NGC2154,,89.406208,-67.263778,2.40,GCl,2.40,,
NGC2155,,89.638375,-65.476472,2.40,GCl,2.40,,
NGC2156,,89.457000,-68.460806,2.10,GCl,2.10,,
NGC2157,,89.394917,-69.197222,2.80,GCl,2.80,,
NGC2158,,91.856708,24.096167,8.40,OCl,,,
NGC2159,,89.516167,-68.622917,1.90,GCl,1.90,,
NGC2160,,89.553500,-68.289583,1.40,OCl,1.40,,
NGC2161,,88.929417,-74.353944,2.30,GCl,2.30,,
NGC2162,,90.125708,-63.721444,3.00,GCl,3.00,,
NGC2163,,91.956417,18.657444,3.00,RfN,2.00,,
NGC2164,,89.734417,-68.515889,2.80,GCl,2.80,,
NGC2165,,92.767542,51.677306,,OCl,,,
NGC2166,,89.892250,-67.942333,1.40,OCl,1.40,,
NGC2167,,91.744000,-6.202639,,*,,,
NGC2168,,92.271083,24.338639,24.00,OCl,,,35
NGC2169,,92.101458,13.964861,7.20,OCl,,,
NGC2170,,91.882583,-6.399306,2.00,RfN,2.00,,
NGC2171,,89.748500,-70.719111,,Other,,,
NGC2172,,90.024333,-68.636917,1.70,OCl,1.70,,
NGC2173,,89.495333,-72.974528,2.60,GCl,2.60,,
NGC2174,Monkey Head Nebula,92.348417,20.659583,40.00,Neb,30.00,,
NGC2175,,92.414792,20.487583,5.40,Cl+N,,,
NGC2176,,90.330750,-66.853250,1.10,OCl,1.00,20,
NGC2177,,90.318708,-67.733250,1.50,OCl,1.40,160,
NGC2178,,90.698250,-63.763694,1.27,G,1.00,73,
NGC2179,,92.009250,-21.746694,1.99,G,1.44,165,
NGC2180,,92.401042,4.711611,4.20,OCl,,,
NGC2181,,90.681917,-65.264861,1.50,GCl,1.50,,
NGC2182,,92.378958,-6.326444,3.00,RfN,2.00,,
NGC2183,,92.695542,-6.211833,12.00,HII,,,
NGC2184,,92.748625,-3.495167,6.60,OCl,,,
NGC2185,,92.751958,-6.226861,2.00,Neb,2.00,,
NGC2186,,93.029708,5.458583,4.20,OCl,,,
NGC2187,,90.952083,-69.583333,3.33,GPair,,,
NGC2187A,,90.934375,-69.588306,3.52,G,1.66,75,
NGC2187B,,90.968417,-69.577444,2.67,G,2.18,87,
NGC2188,,92.539708,-34.106194,5.42,G,1.33,177,
NGC2189,,93.041625,1.065972,,Other,,,
NGC2190,,90.257458,-74.725417,2.20,GCl,2.20,,
NGC2191,,92.099458,-52.512306,1.77,G,0.86,122,
NGC2192,,93.822625,39.855222,5.40,OCl,,,
NGC2193,,91.573000,-65.098778,1.70,GCl,1.70,,
NGC2194,,93.441292,12.806667,8.70,OCl,,,
NGC2195,,93.640875,17.639389,,**,,,
NGC2196,,93.040208,-21.805944,2.77,G,2.16,45,
NGC2197,,91.530458,-67.097222,1.80,GCl,1.60,80,
NGC2198,,93.478792,0.994667,,Other,,,
NGC2199,,91.187292,-73.399833,2.21,G,0.88,38,
NGC2200,,93.323250,-43.663167,1.21,G,0.94,168,
NGC2201,,93.381708,-43.704722,1.03,G,0.72,111,
NGC2202,,94.211458,5.996167,4.80,OCl,,,
NGC2203,,91.177292,-75.438417,3.20,GCl,3.20,,
NGC2204,,93.884250,-18.665861,6.30,OCl,,,
NGC2205,,92.636375,-62.538417,1.30,G,0.99,77,
NGC2206,,93.999333,-26.765472,2.45,G,1.07,136,
NGC2207,,94.091792,-21.372667,4.86,G,2.71,116,
NGC2208,,95.644500,51.909472,1.73,G,1.00,107,
NGC2209,,92.149625,-73.838417,2.90,GCl,2.90,,
NGC2210,,92.880667,-69.121389,3.30,GCl,3.30,,
NGC2211,,94.626500,-18.537278,1.39,G,0.73,24,
NGC2212,,94.649000,-18.519472,1.28,G,0.69,147,
NGC2213,,92.674750,-71.528444,2.10,OCl,2.10,,
NGC2214,,93.237208,-68.260722,3.10,OCl,3.10,,
NGC2215,,95.205208,-7.283778,8.40,OCl,,,
NGC2216,,95.378083,-22.087444,1.43,G,1.11,20,
NGC2217,,95.415750,-27.233750,4.63,G,4.12,113,
NGC2218,,96.172875,19.341306,,Other,,,
NGC2219,,95.934667,-4.677278,4.20,OCl,,,
NGC2220,,95.294833,-44.759778,4.20,Other,,,
NGC2221,,95.065500,-57.578417,2.41,G,0.51,179,
NGC2222,,95.071083,-57.534472,1.35,G,0.38,148,
NGC2223,,96.149625,-22.838250,2.82,G,2.25,9,
NGC2224,,96.869125,12.593389,,Other,,,
NGC2225,,96.643708,-9.630750,3.60,OCl,,,
NGC2226,,96.656583,-9.642778,,OCl,,,
NGC2227,,96.491583,-22.004833,2.27,G,1.21,21,
NGC2228,,95.314750,-64.458833,0.99,G,0.84,42,
NGC2229,,95.348667,-64.956667,1.24,G,0.52,132,
NGC2230,,95.364833,-64.992778,1.32,G,0.65,93,
NGC2231,,95.179042,-67.518500,2.10,GCl,2.10,,
NGC2232,,97.004708,-4.847444,9.90,OCl,,,
NGC2233,,95.416917,-65.033361,0.98,G,0.37,43,
NGC2234,,97.340333,16.722861,4.20,OCl,,,
NGC2235,,95.591292,-64.934417,1.41,G,1.15,57,
NGC2236,,97.415417,6.830694,5.40,OCl,,,
NGC2237,Rosette A,97.727542,5.049167,80.00,Neb,50.00,,
NGC2238,Rosette Nebula,97.668208,5.013056,80.00,HII,60.00,,
NGC2239,,97.981500,4.942944,9.30,Cl+N,,,
NGC2240,,98.293958,35.250194,3.60,OCl,,,
NGC2241,,95.714000,-68.925389,1.60,OCl,1.60,,
NGC2242,,98.530167,44.777028,0.45,PN,,,
NGC2243,,97.393667,-31.281333,5.10,OCl,,,
NGC2245,,98.171875,10.156639,2.00,RfN,2.00,,
NGC2246,Rosette B,98.140833,5.128278,10.00,Neb,10.00,90,
NGC2247,,98.271667,10.322250,2.00,RfN,2.00,,
NGC2248,,98.648958,26.304444,,Other,,,
NGC2249,,96.456542,-68.919778,2.30,GCl,2.30,,
NGC2250,,98.457833,-5.084444,5.10,OCl,,,
NGC2251,,98.660333,8.366389,5.70,OCl,,,
NGC2252,,98.679042,5.366250,6.60,OCl,,,
NGC2253,,100.924333,65.206278,1.43,G,1.05,130,
NGC2254,,98.956917,7.673278,4.20,OCl,,,
NGC2255,,98.494292,-34.812583,1.47,G,0.78,159,
NGC2256,,101.808208,74.236528,2.17,G,1.97,65,
NGC2257,,97.557750,-64.325611,4.00,GCl,4.00,,
NGC2258,,101.940833,74.481667,3.02,G,1.91,150,
NGC2259,,99.589333,10.883611,6.00,OCl,,,
NGC2260,,99.512792,-1.472833,,OCl,,,
NGC2261,Hubble's Nebula,99.789625,8.744333,2.00,RfN,1.00,,
NGC2262,,99.908667,1.143639,3.90,OCl,,,
NGC2263,,99.620167,-24.848694,2.86,G,1.77,144,
NGC2264,Christmas Tree Cluster,100.242708,9.895472,11.40,Cl+N,,,
NGC2265,,100.423500,11.904639,4.50,OCl,,,
NGC2266,,100.830042,26.969556,4.20,OCl,,,
NGC2267,,100.215417,-32.482278,1.71,G,1.44,110,
NGC2268,,108.572667,84.382278,2.14,G,0.93,73,
NGC2269,,100.821167,4.624306,4.80,OCl,,,
NGC2270,,100.990667,3.478500,5.40,OCl,,,
NGC2271,,100.720792,-23.476000,1.77,G,1.29,78,
NGC2272,,100.672083,-27.459500,2.19,G,1.54,118,
NGC2273,,102.536083,60.845806,2.29,G,1.39,63,
NGC2273A,,100.029542,60.080667,2.00,G,1.19,119,
NGC2273B,,101.631583,60.340389,1.48,G,0.61,47,
NGC2274,,101.822375,33.567194,1.78,G,1.77,170,
NGC2275,,101.824708,33.599222,2.51,G,0.78,3,
NGC2276,,111.809833,85.754556,2.23,G,1.73,19,
NGC2277,,101.945958,33.451278,,Other,,,
NGC2278,,102.068417,33.394306,,**,,,
NGC2279,,102.103542,33.415250,,Other,,,
NGC2280,,101.204625,-27.638611,6.53,G,2.84,164,
NGC2281,,102.074333,41.078861,10.80,OCl,,,
NGC2282,,101.714875,1.316000,3.00,HII,3.00,,
NGC2283,,101.469542,-18.210333,2.76,G,2.01,178,
NGC2284,,102.289833,33.193806,,Other,,,
NGC2285,,102.400083,33.364667,,**,,,
NGC2286,,101.917375,-3.147667,5.40,OCl,,,
NGC2287,,101.499750,-20.754222,12.00,OCl,,,41
NGC2288,,102.716500,33.462444,0.17,G,0.17,105,
NGC2289,,102.723375,33.478667,1.21,G,0.81,110,
NGC2290,,102.737167,33.437583,0.81,G,0.52,57,
NGC2291,,102.744333,33.525083,0.93,G,0.89,165,
NGC2292,,101.915208,-26.746250,4.34,G,3.78,154,
NGC2293,,101.928792,-26.754361,4.41,G,3.44,130,
NGC2294,,102.797083,33.527111,0.91,G,0.33,5,
NGC2295,,101.847583,-26.736250,2.31,G,0.64,49,
NGC2296,,102.162958,-16.901611,1.20,G,0.96,20,
NGC2297,,101.102458,-63.717333,1.48,G,0.90,4,
NGC2298,,102.246667,-36.005306,4.80,GCl,,,
NGC2299,,102.973667,-7.082722,4.80,OCl,,,
NGC2300,,113.083208,85.709500,3.05,G,2.34,74,
NGC2301,Great Bird Cluster,102.938750,0.459194,10.20,OCl,,,
NGC2303,,104.072917,45.492750,1.53,G,1.36,71,
NGC2304,,103.798375,17.992778,4.80,OCl,,,
NGC2305,,102.155708,-64.273194,1.94,G,1.04,137,
NGC2306,,103.623167,-7.204139,6.60,OCl,,,
NGC2307,,102.211625,-64.335528,1.85,G,1.72,145,
NGC2308,,104.656625,45.210556,1.47,G,0.98,171,
NGC2309,,104.015042,-7.174306,5.40,OCl,,,
NGC2310,,103.474833,-40.862611,4.52,G,0.95,46,
NGC2311,,104.448125,-4.611333,6.00,OCl,,,
NGC2312,,104.694750,10.294472,3.00,OCl,,,
NGC2313,,104.511667,-7.945028,,*,,,
NGC2314,,107.635625,75.326667,1.32,G,1.03,17,
NGC2315,,105.637750,50.590583,1.57,G,0.30,116,
NGC2316,,104.920208,-7.777750,4.00,Neb,3.00,,
NGC2317,,104.923292,-7.774500,,Neb,,,
NGC2318,,104.862583,-13.698389,4.50,OCl,,,
NGC2319,,105.134208,3.042194,6.00,OCl,,,
NGC2320,,106.425125,50.581056,1.48,G,0.83,138,
NGC2321,,106.495833,50.756028,1.28,G,1.04,128,
NGC2322,,106.501250,50.510306,1.11,G,0.41,134,
NGC2323,,105.668625,-8.364028,14.10,OCl,,,50
NGC2324,,106.033167,1.044611,8.70,OCl,,,
NGC2325,,105.668333,-28.697222,3.97,G,2.31,4,
NGC2326,,107.045917,50.681944,2.05,G,1.69,105,
NGC2326A,,107.142542,50.631389,0.81,G,0.64,6,
NGC2327,,106.030083,-11.314111,1.00,RfN,1.00,,
NGC2328,,105.650833,-42.068556,1.59,G,1.44,120,
NGC2329,,107.283375,48.615417,1.41,G,1.17,175,
NGC2330,,107.368333,50.152528,0.65,G,0.52,55,
NGC2331,,106.749292,27.261583,4.80,OCl,,,
NGC2332,,107.392333,50.182278,1.72,G,1.17,65,
NGC2333,,107.088917,35.170028,1.00,G,0.70,38,
NGC2334,,107.890208,50.248250,1.20,G,0.87,70,
NGC2335,,106.706042,-10.028639,8.70,OCl,,,
NGC2336,,111.766875,80.178083,5.01,G,2.81,175,
NGC2337,,107.556583,44.457306,2.18,G,1.61,114,
NGC2338,,106.947375,-5.719722,3.30,OCl,,,
NGC2339,,107.085583,18.780250,2.42,G,1.53,180,
NGC2340,,107.795125,50.174750,3.16,G,1.64,71,
NGC2341,,107.300167,20.602917,0.82,G,0.79,60,
NGC2342,,107.325333,20.635972,1.17,G,0.84,66,
NGC2343,,107.028333,-10.616806,7.50,OCl,,,
NGC2344,,108.119417,47.166694,2.07,G,1.87,145,
NGC2345,,107.078292,-13.193750,6.90,OCl,,,
NGC2346,,107.345875,-0.809139,0.87,PN,,,
NGC2347,,109.015375,64.708917,1.64,G,1.19,5,
NGC2348,,105.760500,-67.393944,5.70,OCl,,,
NGC2349,,107.700625,-8.593250,5.10,OCl,,,
NGC2350,,108.300792,12.266083,1.38,G,0.70,110,
NGC2351,,108.383458,-10.491417,3.00,OCl,,,
NGC2352,,108.272667,-24.046083,4.80,OCl,,,
NGC2353,,108.626292,-10.265861,6.60,OCl,,,
NGC2354,,108.521958,-25.688917,4.80,OCl,,,
NGC2355,,109.246917,13.749861,6.00,OCl,,,
NGC2357,,109.420792,23.356750,3.22,G,0.48,120,
NGC2358,,109.234708,-17.117083,9.60,OCl,,,
NGC2359,,109.629083,-13.227194,10.00,HII,5.00,,
NGC2360,Caroline's Cluster,109.429667,-15.641306,9.00,OCl,,,
NGC2361,,109.599167,-13.209556,,Neb,,,
NGC2362,,109.672792,-24.954194,7.20,OCl,,,
NGC2363,,112.123292,69.192861,1.13,G,0.64,17,
NGC2364,,110.193625,-7.549722,,OCl,,,
NGC2365,,110.593958,22.083278,2.75,G,1.47,170,
NGC2366,,112.227750,69.215778,4.37,G,1.44,31,
NGC2367,,110.018917,-21.884083,5.40,OCl,,,
NGC2368,,110.276250,-10.371778,4.50,OCl,,,
NGC2369,,109.157208,-62.343722,3.03,G,0.68,175,
NGC2369A,,109.681417,-62.936278,2.01,G,1.21,37,
NGC2369B,,110.123458,-62.053972,1.48,G,1.24,3,
NGC2370,,111.256917,23.783222,1.20,G,0.70,44,
NGC2371,,111.394417,29.490639,2.20,PN,0.96,125,
NGC2373,,111.653958,33.823694,0.59,G,0.42,176,
NGC2374,,110.983625,-13.263361,9.00,OCl,,,
NGC2375,,111.789500,33.831806,1.00,G,0.80,65,
NGC2376,,111.649625,23.072944,0.65,G,0.57,31,
NGC2377,,111.236750,-9.659306,1.60,G,1.11,3,
NGC2378,,111.850833,33.831583,,**,,,
NGC2379,,111.859417,33.811250,0.98,G,0.70,121,
NGC2380,,110.978125,-27.529056,2.52,G,2.40,150,
NGC2381,,109.988792,-63.067028,1.53,G,1.24,107,
NGC2383,,111.166250,-20.947639,4.20,OCl,,,
NGC2384,,111.290958,-21.019861,4.80,OCl,,,
NGC2385,,112.116958,33.837806,0.94,G,0.68,53,
NGC2386,,112.158000,33.773806,,Other,,,
NGC2387,,112.241375,36.879806,0.48,G,0.44,145,
NGC2388,,112.222667,33.819083,0.87,G,0.56,66,
NGC2389,,112.269375,33.860972,1.56,G,0.89,79,
NGC2390,,112.267792,33.836806,,*,,,
NGC2391,,112.281208,33.825944,,*,,,
NGC2392,Eskimo Nebula,112.294833,20.911833,0.86,PN,,,
NGC2393,,112.519292,34.027778,1.07,G,0.67,103,
NGC2394,,112.152125,7.086556,,OCl,,,
NGC2395,,111.803542,13.608194,4.62,OCl,,,
NGC2396,,112.012167,-11.719667,6.60,OCl,,,
NGC2397,,110.333250,-69.001472,2.51,G,0.76,116,
NGC2397A,,110.282958,-69.115333,1.10,G,0.84,169,
NGC2397B,,110.481542,-68.845806,1.20,G,0.57,99,
NGC2398,,112.567333,24.487889,1.20,G,0.74,126,
NGC2399,,112.459042,-0.214361,,Other,,,
NGC2400,,112.478583,-0.214722,,Other,,,
NGC2401,,112.351667,-13.966222,2.70,OCl,,,
NGC2402,,112.696667,9.650556,1.50,GPair,,,
NGC2402 NED01,,112.694083,9.646889,1.23,G,0.72,55,
NGC2402 NED02,,112.699167,9.653611,0.91,G,0.68,16,
NGC2403,,114.214167,65.602556,19.95,G,10.07,126,
NGC2404,,114.278042,65.610806,,HII,,,
NGC2405,,113.058250,25.906389,0.94,G,0.55,100,
NGC2406,,112.948917,18.287917,0.69,G,0.61,53,
NGC2407,,112.986125,18.333083,1.37,G,0.95,66,
NGC2408,,115.133000,71.668194,,OCl,,,
NGC2409,,112.903000,-17.190417,0.11,OCl,,,
NGC2410,,113.759417,32.822111,2.17,G,0.65,33,
NGC2411,,113.651375,18.281556,1.00,G,0.65,48,
NGC2412,,113.589500,8.547778,,*,,,
NGC2413,,113.318750,-13.095556,4.80,OCl,,,
NGC2414,,113.303333,-15.453861,5.40,OCl,,,
NGC2415,,114.236208,35.241972,0.83,G,0.83,5,
NGC2416,,113.923000,11.612028,0.87,G,0.18,95,
NGC2417,,112.550375,-62.252639,2.48,G,1.78,83,
NGC2418,,114.156292,17.883917,1.59,G,1.53,65,
NGC2419,,114.533125,38.879972,4.50,GCl,,,
NGC2420,,114.599583,21.574083,7.50,OCl,,,
NGC2421,,114.049208,-20.612250,5.10,OCl,,,
NGC2422,,114.145917,-14.482611,19.80,OCl,,,47
NGC2423,,114.278042,-13.871500,11.70,OCl,,,
NGC2424,,115.163708,39.233306,3.37,G,0.52,82,
NGC2425,,114.573458,-14.877833,5.40,OCl,,,
NGC2426,,115.826917,52.318500,1.10,G,1.10,30,
NGC2427,,114.117417,-47.635556,5.74,G,2.46,122,
NGC2428,,114.840708,-16.529028,4.50,OCl,,,
NGC2429,,115.957083,52.353056,2.30,GPair,,,
NGC2429A,,115.948250,52.357417,1.68,G,0.31,147,
NGC2429B,,115.965958,52.348472,0.41,G,0.22,55,
NGC2430,,114.921042,-16.296056,4.20,OCl,,,
NGC2431,,116.305792,53.075111,0.86,G,0.78,115,
NGC2432,,115.224458,-19.069083,5.40,OCl,,,
NGC2433,,115.681792,9.259250,,Other,,,
NGC2434,,113.713167,-69.284139,2.69,G,2.20,140,
NGC2435,,116.056583,31.651111,2.17,G,0.42,36,
NGC2437,,115.445083,-14.810000,21.00,OCl,,,46
NGC2438,,115.459958,-14.735778,1.07,PN,,,
NGC2439,,115.189208,-31.692417,8.70,OCl,,,
NGC2440,,115.480667,-18.208472,0.27,PN,,,
NGC2441,,117.978083,73.015694,1.98,G,1.81,155,
NGC2442,,114.099333,-69.530833,4.68,G,3.09,23,
NGC2444,,116.721000,39.031861,1.07,G,0.66,35,
NGC2445,,116.729583,39.015167,1.86,G,1.12,167,
NGC2446,,117.163500,54.611917,1.75,G,0.91,128,
NGC2447,,116.121792,-23.853083,15.00,OCl,,,93
NGC2448,,116.138292,-24.673167,6.00,OCl,,,
NGC2449,,116.834500,26.930167,1.44,G,0.57,135,
NGC2450,,116.884500,27.019139,0.97,G,0.30,156,
NGC2451,,116.312542,-37.967444,37.50,OCl,,,
NGC2452,,116.859875,-27.334000,0.32,PN,,,
NGC2453,,116.892208,-27.194806,3.00,OCl,,,
NGC2454,,117.645917,16.368583,1.18,G,0.51,101,
NGC2455,,117.244167,-21.297944,4.50,OCl,,,
NGC2456,,118.544417,55.495306,1.15,G,0.79,30,
NGC2457,,118.690542,55.546556,0.50,G,0.26,131,
NGC2458,,118.964042,56.710611,0.46,G,0.33,145,
NGC2459,,118.007375,9.557417,2.70,OCl,,,
NGC2460,,119.217875,60.349389,1.83,G,1.37,43,
NGC2461,,119.109417,56.673306,,*,,,
NGC2462,,119.133583,56.687111,0.60,G,0.35,155,
NGC2463,,119.302000,56.676528,0.60,G,0.60,145,
NGC2464,,119.386208,56.690556,,Other,,,
NGC2465,,119.358750,56.822472,,*,,,
NGC2466,,116.316875,-71.410417,1.51,G,1.46,45,
NGC2467,,118.097625,-26.443333,4.20,Cl+N,,,
